timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
02/05/2017 17:17,8488,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,24321,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,20900,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,25787,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,23704,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,21644,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,25056,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,27443,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,26229,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,25995,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
02/05/2017 17:17,25479,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,1801,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,31647,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,22122,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,24606,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,32289,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,22452,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,19967,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
11/05/2017 15:40,25285,10.10.3.28 CPU,,,,,true,,0,0,0,0,0,0,0
